,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,Linear,RandomForest,GBR,DecisionTree,XGB
19707,-121.68,39.15,14,2774,451.0,1292,428,4.3833,115200,INLAND,144127.66,138336.0,144110.55,163773.72,149639.8
14312,-117.14,32.7,32,1280,353.0,1335,330,1.6023,77300,NEAR OCEAN,133135.64,141663.0,132452.18,125689.25,122077.34
15007,-117.02,32.76,15,1204,326.0,543,326,1.0278,154200,<1H OCEAN,110969.69,147949.0,144426.35,125689.25,116656.61
10670,-117.86,33.62,17,2975,371.0,1247,398,10.1989,500001,<1H OCEAN,448153.64,467500.51,439114.07,457292.08,454335.66
14668,-117.13,32.79,35,1362,243.0,698,255,3.6458,173800,NEAR OCEAN,224396.85,191345.0,208031.46,192855.36,177440.92
4514,-118.2,34.04,52,1249,307.0,1223,297,2.07,136300,<1H OCEAN,162385.85,180680.0,148511.35,187412.12,128503.12
1224,-120.57,38.2,13,4110,847.0,1796,706,2.6417,122300,INLAND,91251.0,125973.0,101464.51,122125.81,117319.0
7355,-118.17,33.96,25,2249,681.0,2621,628,2.3,164200,<1H OCEAN,136105.7,159615.0,143289.02,155190.32,135478.16
10541,-117.74,33.46,9,6564,1316.0,1720,904,4.89,454100,<1H OCEAN,297853.0,297293.06,298303.14,365840.0,348047.66
13837,-117.18,34.54,5,3772,619.0,2097,635,3.8194,98500,INLAND,102331.76,130177.0,109844.15,155300.0,103024.42
3729,-118.42,34.18,40,1013,150.0,449,166,5.7143,382400,<1H OCEAN,304265.09,334026.02,341372.15,270362.5,278977.25
17275,-119.69,34.38,39,1383,459.0,677,362,2.25,281300,NEAR OCEAN,223877.69,245820.02,245089.48,187412.12,245530.66
15262,-117.27,33.03,19,2899,499.0,1356,512,4.87,220900,NEAR OCEAN,257184.41,293005.02,255546.41,236830.79,255959.03
3445,-118.41,34.25,36,1146,259.0,1173,272,3.6016,153800,<1H OCEAN,202639.14,156112.0,202599.31,208552.89,148369.36
9033,-118.66,34.02,23,8798,1465.0,2750,1208,8.7364,500001,NEAR OCEAN,461985.55,475448.55,511318.21,439519.95,543689.38
374,-122.15,37.74,43,1383,275.0,853,272,3.5083,122000,NEAR BAY,224447.58,139225.0,192141.23,208552.89,139822.41
19653,-120.85,37.49,39,2840,733.0,2606,737,1.9429,76400,INLAND,87937.44,74579.0,85397.95,90980.88,75607.97
5764,-118.29,34.17,12,2238,682.0,1882,611,2.9,208300,<1H OCEAN,169322.86,216996.0,190437.8,230800.0,167868.75
19166,-122.7,38.43,28,1585,412.0,1362,424,1.6685,114100,<1H OCEAN,137533.55,144924.0,126101.55,134641.56,117628.45
10332,-117.76,33.86,14,3666,442.0,1400,433,10.1316,500001,<1H OCEAN,432147.07,444635.25,431809.67,370314.29,474342.97
9273,-122.58,38.15,9,1302,177.0,682,190,7.5,423200,<1H OCEAN,343595.02,362572.08,311392.79,277280.0,305947.22
4750,-118.32,34.04,39,2965,812.0,2638,794,2.532,172700,<1H OCEAN,179125.55,326721.09,211500.65,295934.69,262739.09
2503,-120.46,36.87,20,1287,310.0,954,269,1.3386,63000,INLAND,54905.89,61395.0,64275.09,59816.16,68184.77
10885,-117.92,33.7,15,3201,,1510,622,4.2708,161700,<1H OCEAN,222905.13,189263.0,205528.49,190356.46,222815.55
1193,-121.59,39.39,22,2515,482.0,1284,462,2.1776,73800,INLAND,63658.63,66470.0,75935.6,70275.0,71927.02
6277,-117.94,34.02,27,5026,955.0,3899,930,3.871,162900,<1H OCEAN,173238.79,191813.0,217415.82,190356.46,203667.14
17406,-120.45,34.94,26,1058,232.0,891,243,3.6422,120600,<1H OCEAN,236648.41,172917.0,191921.05,208552.89,144715.5
14068,-117.12,32.76,23,2681,717.0,1279,648,2.1597,116100,NEAR OCEAN,185899.1,157685.02,181277.16,125689.25,164193.19
12105,-117.34,34.0,27,321,64.0,214,67,3.175,101600,INLAND,125526.82,124605.0,125457.86,114912.5,147784.89
6467,-118.05,34.1,30,2143,427.0,1107,416,4.2321,252200,INLAND,194824.55,251872.0,208032.81,294200.0,267610.03
8077,-118.19,33.82,19,2953,895.0,1914,855,3.5521,290000,NEAR OCEAN,239637.73,227428.0,250990.09,240860.0,213829.36
13490,-117.38,34.06,17,3139,569.0,1612,516,3.3571,112300,INLAND,123415.13,118720.0,127985.19,114912.5,123129.07
16250,-121.27,37.97,39,1023,243.0,550,224,1.1141,54400,INLAND,68524.7,79305.0,88088.78,74900.0,81611.78
2513,-122.18,39.75,30,4157,834.0,1885,774,1.6948,67500,INLAND,76294.37,62673.0,92207.47,59333.33,63465.54
8894,-118.49,34.03,32,3851,900.0,1456,836,4.5208,442100,<1H OCEAN,302597.91,468487.66,367047.46,378980.96,443853.75
10507,-117.68,33.54,5,2840,403.0,1363,403,7.618,341400,<1H OCEAN,329912.48,323631.01,344644.79,312104.55,329999.0
3275,-122.92,39.05,38,3131,624.0,1591,568,2.5457,80700,INLAND,142347.54,107119.0,92755.04,104911.48,86874.24
1892,-120.0,38.92,26,529,116.0,191,83,3.5,103600,INLAND,87159.27,132300.0,121018.51,127012.72,127700.86
16525,-121.2,37.79,36,866,160.0,502,149,2.4798,101500,INLAND,113186.24,96772.0,95532.25,104911.48,96628.41
13550,-117.3,34.11,42,525,111.0,444,120,2.6771,67000,INLAND,116020.02,80489.0,110328.76,93384.81,84853.97
8620,-118.38,33.86,24,3124,560.0,1312,542,6.3021,333800,<1H OCEAN,330219.76,339181.03,378121.47,285827.16,408309.5
12248,-117.01,33.75,15,2873,903.0,1094,659,1.8015,105100,INLAND,110646.69,104696.0,97910.16,85332.9,110374.96
6976,-118.04,33.99,47,2530,565.0,1262,509,3.6475,197100,<1H OCEAN,241114.08,208599.0,231861.81,190356.46,226743.8
12994,-121.25,38.69,24,1014,185.0,606,194,4.1607,112800,INLAND,144985.5,168223.0,149121.37,163773.72,135043.0
768,-122.09,37.65,35,1130,192.0,543,184,4.3897,190600,NEAR BAY,251729.42,193036.0,223245.5,255593.96,206285.97
16258,-121.26,37.96,43,940,208.0,690,181,2.3056,62300,INLAND,109479.19,95016.0,84003.3,104911.48,74838.75
11894,-117.35,33.97,27,3960,886.0,2807,838,3.024,122500,INLAND,119282.81,111552.0,117613.55,110008.7,106583.54
7560,-118.2,33.91,36,2283,499.0,1836,462,2.8793,118100,<1H OCEAN,177617.6,144900.0,159289.92,137552.94,125954.88
8949,-118.46,34.02,46,2571,502.0,1225,501,6.0436,473000,<1H OCEAN,340835.78,451181.29,412093.93,423250.12,427422.97
8345,-118.32,33.94,37,1487,296.0,863,291,3.1563,186200,<1H OCEAN,205430.79,198994.0,212932.72,190835.07,183454.55
5593,-118.25,33.8,36,1697,394.0,1274,396,3.35,163100,<1H OCEAN,211643.19,204051.0,178803.44,274732.69,182810.61
2110,-119.75,36.75,49,2331,460.0,1290,477,2.5111,55400,INLAND,124625.98,68480.0,78438.37,71933.33,59326.88
18911,-122.24,38.14,15,8479,1759.0,5008,1646,3.724,131600,NEAR BAY,208024.54,160555.0,192266.28,146496.77,156008.97
20025,-119.05,36.07,21,2472,523.0,1238,504,1.7756,62900,INLAND,71477.18,68153.0,68729.57,59816.16,64504.73
19664,-120.82,37.49,25,1611,285.0,882,261,3.5547,122400,INLAND,140108.29,143707.0,135353.99,127012.72,145061.19
18633,-121.96,37.06,16,1321,224.0,650,206,6.3258,390000,NEAR OCEAN,325434.96,310902.01,341934.46,312091.67,296732.41
18321,-122.13,37.45,37,1287,197.0,510,206,7.9029,500001,NEAR BAY,400327.05,478618.7,431423.4,498312.46,453801.53
11624,-118.05,33.82,25,1548,279.0,732,265,5.123,159600,<1H OCEAN,267036.16,234412.0,250476.53,237522.89,259559.58
18976,-122.03,38.25,13,3334,541.0,1923,538,4.0905,134800,INLAND,151927.59,152409.0,140477.79,163773.72,138757.41
17940,-121.94,37.33,36,1893,359.0,797,360,3.6818,257600,<1H OCEAN,244376.47,253352.0,244610.54,208552.89,246475.23
11483,-118.0,33.73,26,2236,280.0,809,282,6.7395,342800,<1H OCEAN,328031.74,335097.02,320938.16,326551.91,347267.12
8518,-118.32,33.89,44,1300,252.0,695,249,5.1669,220600,<1H OCEAN,294260.63,273914.03,300524.88,387768.04,255775.91
1503,-122.05,37.95,22,5175,1213.0,2804,1091,2.85,144600,NEAR BAY,200407.07,161698.0,171019.21,167840.0,147744.28
5734,-118.23,34.16,31,3105,582.0,1359,547,5.1718,429100,<1H OCEAN,282062.58,288532.02,275504.12,237522.89,315782.84
12800,-121.46,38.61,43,705,178.0,464,159,2.4205,60900,INLAND,108504.01,103470.0,97215.79,104911.48,92225.34
14306,-117.14,32.71,52,800,313.0,1337,282,1.5594,87500,NEAR OCEAN,148857.61,135555.0,141300.74,125689.25,127128.98
15958,-122.46,37.71,47,1527,283.0,1102,282,4.0,231600,NEAR OCEAN,256449.36,305967.0,271082.46,340567.08,245442.95
12594,-121.49,38.53,40,2966,536.0,1225,505,3.125,130600,INLAND,146444.54,132859.0,130126.09,127012.72,118914.21
3602,-118.49,34.22,30,1756,314.0,899,288,5.0325,238200,<1H OCEAN,267346.75,229534.0,251879.39,226591.39,244079.39
700,-122.03,37.69,20,200,25.0,83,31,6.5,340000,NEAR BAY,314536.63,330435.09,302158.0,326551.91,317315.72
10354,-117.62,33.77,43,1911,439.0,930,433,4.6369,186400,<1H OCEAN,271132.38,220603.01,268218.91,190356.46,263336.22
6743,-118.07,34.12,30,2201,559.0,1194,531,4.1136,279900,INLAND,203661.17,263059.0,223778.24,294200.0,299280.16
7032,-118.1,33.96,36,2013,435.0,1476,475,3.9549,192100,<1H OCEAN,226924.01,203587.0,188285.93,217782.32,186103.72
4766,-118.36,34.03,43,1690,379.0,1017,359,2.1078,133500,<1H OCEAN,173395.34,215036.02,227202.89,187412.12,251586.83
13606,-117.27,34.17,16,30,3.0,49,8,4.625,250000,INLAND,163363.61,202546.05,157980.63,174972.86,169814.39
9746,-121.62,36.63,52,1437,298.0,836,257,3.6286,165500,<1H OCEAN,258163.08,235996.0,242880.42,208552.89,220276.52
3529,-118.53,34.26,18,3674,,1590,550,8.176,308400,<1H OCEAN,371268.33,402336.11,402969.68,439519.95,392206.81
5263,-118.52,34.04,47,1985,315.0,819,340,6.5147,500001,<1H OCEAN,355049.96,450870.55,427649.37,455969.62,466692.88
15933,-122.4,37.73,42,1413,406.0,1027,362,2.3625,233000,NEAR BAY,193825.79,257932.07,231487.95,134641.56,241494.75
10714,-117.84,33.66,5,1688,430.0,857,402,3.7857,231600,<1H OCEAN,205876.19,220561.03,222833.93,190356.46,248658.25
1463,-122.0,37.96,28,4071,713.0,2033,647,4.5833,190700,INLAND,206082.68,162601.0,152995.87,156793.75,156368.84
5113,-118.29,33.96,36,1717,417.0,902,368,1.4868,113200,<1H OCEAN,148595.29,129590.0,172334.54,114761.98,129724.85
1158,-121.53,39.53,35,1806,293.0,683,295,4.5156,91200,INLAND,165057.61,150553.0,157000.23,163773.72,144395.78
17955,-121.99,37.34,27,3353,653.0,1571,621,5.273,315600,<1H OCEAN,301515.62,308699.0,296348.85,294855.1,307859.75
19748,-122.23,40.2,17,762,138.0,322,139,4.2917,128800,INLAND,134557.98,146861.0,138996.86,163773.72,125367.76
14377,-117.25,32.73,37,2224,331.0,821,341,6.3331,400000,NEAR OCEAN,340460.38,422039.24,407294.35,455969.62,392400.69
8765,-118.38,33.81,41,1889,301.0,802,278,6.015,488500,NEAR OCEAN,330461.12,387148.15,418781.05,387768.04,409632.44
18072,-122.0,37.28,35,3133,541.0,1449,555,5.7295,346100,<1H OCEAN,323217.38,320606.0,343814.82,259418.32,321545.41
8109,-118.19,33.79,29,3497,1096.0,2994,919,1.8109,137500,NEAR OCEAN,158937.09,150252.0,165415.25,166488.04,149270.42
5178,-118.26,33.94,45,1080,218.0,850,237,2.25,93400,<1H OCEAN,170193.11,116934.0,141134.06,128692.59,102672.53
12073,-117.64,33.88,13,8010,1366.0,3920,1309,5.536,204800,<1H OCEAN,259561.14,260841.0,258454.28,260198.65,257828.16
16870,-122.41,37.61,43,1934,303.0,847,300,4.7381,347400,NEAR OCEAN,292478.82,277184.0,311121.1,255983.21,291803.69
10270,-117.87,33.87,7,2663,642.0,1367,677,4.6563,162400,<1H OCEAN,248382.03,184811.0,233057.23,190356.46,207866.45
12363,-116.47,33.84,3,9169,1512.0,3838,1270,4.3111,142500,INLAND,135840.87,173905.0,158637.65,155895.71,154386.22
3846,-118.47,34.19,41,1104,196.0,495,196,5.0929,225000,<1H OCEAN,285137.7,266725.0,292139.02,270362.5,259874.39
17467,-119.84,34.44,28,977,162.0,537,159,4.2404,274300,NEAR OCEAN,265263.46,316135.02,262163.61,255593.96,275643.09
17430,-120.44,34.65,30,2265,512.0,1402,471,1.975,134000,NEAR OCEAN,197217.45,145864.0,161487.53,187412.12,88403.17
7810,-118.1,33.9,37,796,175.0,740,183,3.6,156400,<1H OCEAN,209821.3,192529.0,181929.65,217782.32,163891.52
7497,-118.25,33.93,42,763,191.0,754,174,2.0486,101800,<1H OCEAN,157632.37,104394.0,129151.08,114761.98,85458.03
14884,-117.07,32.63,37,2372,444.0,1056,419,3.7583,145500,NEAR OCEAN,240983.7,146515.0,178897.39,144195.83,184964.55
9920,-122.33,38.33,15,3193,468.0,1303,426,5.3017,202600,NEAR BAY,253673.24,231894.0,225306.41,259418.32,223899.25
5396,-118.37,34.04,43,1465,278.0,727,290,4.0781,289400,<1H OCEAN,250715.55,420837.39,306105.11,378980.96,358943.88
17807,-121.88,37.39,13,3334,565.0,2240,561,7.105,273900,<1H OCEAN,319521.48,338369.01,339876.21,349877.8,325402.12
16512,-121.22,37.72,34,2123,387.0,1310,368,2.6368,165600,INLAND,115097.7,90168.0,85801.05,104911.48,109294.1
13148,-121.29,36.9,17,3610,593.0,1734,559,5.8324,374200,INLAND,250005.43,245169.0,225935.64,224516.67,243679.0
19366,-122.96,38.42,50,2530,524.0,940,361,2.9375,122900,<1H OCEAN,232730.09,156510.0,199724.48,161993.55,165059.69
17676,-121.84,37.32,14,5762,1538.0,3979,1389,3.6953,192600,<1H OCEAN,236662.05,220526.0,245513.19,236768.99,206819.19
3240,-119.56,36.09,14,1267,290.0,1077,279,1.85,52300,INLAND,59422.77,56243.0,48534.86,59816.16,56144.12
14519,-117.13,32.91,16,2715,581.0,1619,584,4.0,154700,<1H OCEAN,217131.35,215191.0,201519.0,202551.35,186866.95
2834,-118.99,35.4,43,2225,392.0,890,374,4.0208,90400,INLAND,194810.46,100919.0,129392.51,99795.45,127519.28
11623,-118.04,33.83,20,1488,312.0,972,283,4.055,201900,<1H OCEAN,214108.73,205659.0,186802.8,190356.46,203068.72
9806,-121.95,36.61,31,1736,250.0,497,170,6.3835,407800,NEAR OCEAN,358157.77,398263.24,416871.73,469600.62,398431.03
17047,-122.29,37.48,15,5480,892.0,2009,831,7.4678,500001,NEAR OCEAN,388274.75,425455.23,410488.48,461600.5,403053.75
17019,-122.3,37.52,38,2769,387.0,994,395,5.5902,417000,NEAR OCEAN,323209.88,391418.06,377797.67,335787.92,398197.88
1795,-122.34,37.93,30,2515,481.0,1327,428,2.1287,95000,NEAR BAY,158904.39,109077.0,121334.29,134641.56,102825.55
13661,-117.33,34.03,18,2342,402.0,1264,382,4.7986,123700,INLAND,176086.66,149772.0,167284.07,174972.86,132033.56
16092,-122.5,37.76,52,2018,422.0,1142,463,3.7083,307700,NEAR OCEAN,268703.83,383603.08,339400.73,476439.84,350703.91
19446,-121.03,37.69,5,4034,771.0,1967,742,3.8065,146000,INLAND,144960.45,152715.0,136776.37,146201.42,150458.69
5636,-118.28,33.74,16,855,271.0,486,250,0.7591,350000,NEAR OCEAN,108192.21,237298.0,198227.74,166488.04,208433.28
8146,-118.1,33.82,36,1930,354.0,915,328,5.2713,244400,<1H OCEAN,287236.31,240329.0,265413.15,237522.89,264509.97
16304,-121.37,38.01,15,2430,315.0,1016,314,10.0088,242000,INLAND,381188.33,415280.31,378993.38,457292.08,361672.78
6589,-118.2,34.2,44,2890,438.0,1219,429,6.987,500001,<1H OCEAN,353748.67,451753.46,390642.77,424842.5,408892.53
9867,-121.84,36.61,26,2902,761.0,2258,719,2.5663,128900,<1H OCEAN,199665.22,167156.0,191664.63,178946.55,169277.34
17302,-119.52,34.4,20,1834,477.0,1305,417,3.2125,251000,NEAR OCEAN,216173.15,254180.01,250078.28,219295.33,265915.75
6321,-117.98,34.0,22,3632,538.0,1968,566,6.019,324900,<1H OCEAN,276866.34,258511.01,277685.14,285827.16,266591.84
2789,-118.42,37.36,18,2281,520.0,1425,465,1.7388,54400,INLAND,8369.12,115106.0,62271.28,105746.91,80048.5
2682,-115.54,32.98,27,1513,395.0,1121,381,1.9464,60600,INLAND,61507.69,64403.0,59964.0,63440.35,66412.16
1724,-122.36,37.95,40,408,102.0,302,81,1.8333,69800,NEAR BAY,155013.35,95038.0,134240.62,134641.56,91119.66
14485,-117.29,32.92,25,2355,381.0,823,358,6.8322,500001,NEAR OCEAN,347123.36,367231.23,388918.74,450940.4,376548.75
12409,-116.25,33.75,33,278,91.0,375,81,2.025,50000,INLAND,61514.13,68277.0,77846.89,78683.33,78206.76
12106,-117.34,33.98,10,17286,4952.0,9851,4616,1.7579,103400,INLAND,273045.32,113007.0,101571.58,85332.9,113712.57
3189,-119.78,36.27,29,1871,315.0,1066,309,4.5714,100800,INLAND,185366.68,127423.0,134533.8,104696.36,110973.58
10074,-120.1,39.33,9,2738,510.0,1193,412,4.3958,124800,INLAND,99383.39,159945.0,136156.28,145900.0,146523.75
1476,-122.04,37.96,16,2913,723.0,1705,693,2.9097,106300,NEAR BAY,184924.98,153733.0,150995.45,167840.0,142188.34
10818,-117.91,33.65,19,1589,421.0,1118,394,4.1029,213400,<1H OCEAN,225348.55,234113.0,208686.93,250676.0,216469.22
20333,-118.99,34.23,9,10618,1617.0,4830,1606,6.6246,284200,<1H OCEAN,317978.72,342930.11,325964.29,397945.73,327675.25
20221,-119.27,34.29,32,2274,406.0,982,393,5.3254,385200,NEAR OCEAN,311845.32,329119.05,309616.42,315228.88,307838.81
4785,-118.32,34.03,50,1845,349.0,1109,335,2.8971,127800,<1H OCEAN,203198.61,316329.21,226137.78,295934.69,211937.8
15399,-117.2,33.2,16,4409,629.0,1875,609,5.543,286400,<1H OCEAN,260512.33,298550.02,254063.45,260198.65,253902.31
10584,-117.81,33.71,16,2666,387.0,1227,347,7.3769,302400,<1H OCEAN,332218.76,322848.02,324077.73,312104.55,319228.44
5072,-118.31,33.98,52,1837,426.0,1062,343,2.0,96500,<1H OCEAN,178596.9,151524.0,185381.06,114761.98,114348.8
440,-122.3,37.88,46,1647,376.0,854,355,2.9,144800,NEAR BAY,215660.95,137733.0,168850.92,116991.67,152307.2
4001,-118.65,34.18,26,4607,656.0,1769,643,7.4918,367600,<1H OCEAN,368550.02,381790.08,356627.77,380835.35,346780.44
8957,-118.39,34.01,25,1101,285.0,543,294,2.3571,340600,<1H OCEAN,173949.26,266821.02,272229.32,187412.12,308654.03
10806,-117.94,33.65,20,5476,1073.0,2327,963,5.6637,222100,<1H OCEAN,311147.87,307825.03,286342.56,260198.65,306870.47
17042,-122.28,37.5,33,6499,998.0,2694,957,7.4787,431300,NEAR OCEAN,394019.3,436795.18,453315.57,463624.55,427684.16
1556,-121.96,37.81,12,6488,778.0,2404,765,8.3188,403400,<1H OCEAN,366612.85,406678.01,395565.07,401075.0,429820.81
15684,-122.43,37.8,52,2802,622.0,954,572,4.5399,500001,NEAR BAY,315087.57,477772.72,425906.45,476439.84,496757.38
2278,-119.77,36.79,34,2679,460.0,1141,470,3.2642,89600,INLAND,140861.43,102283.0,118173.4,127012.72,103646.77
18708,-122.41,40.58,35,2072,385.0,1029,375,2.8512,75600,INLAND,94324.3,92983.0,100082.56,78105.45,97692.77
7147,-118.14,34.03,44,2003,390.0,1291,392,4.0625,201100,<1H OCEAN,237069.6,179234.0,212245.48,154055.96,197189.56
19855,-119.45,36.35,22,1824,333.0,1076,282,2.3365,69600,INLAND,78415.46,73973.0,60495.92,71933.33,73979.54
5454,-118.46,34.0,36,1392,260.0,679,247,4.7344,346900,<1H OCEAN,270085.5,418848.27,309744.8,378980.96,333880.56
18777,-122.24,40.45,27,1804,321.0,782,300,3.5978,80600,INLAND,114361.47,90956.0,114332.87,88919.35,102520.23
14404,-117.25,32.78,21,1479,484.0,658,384,2.45,350000,NEAR OCEAN,191761.37,223292.0,217772.6,220371.91,221591.12
16442,-121.29,38.14,34,1500,337.0,674,282,2.515,110800,INLAND,118038.66,113374.0,107795.08,104911.48,112588.65
20374,-118.84,34.16,18,6075,1056.0,2571,1018,5.22,399400,<1H OCEAN,293698.34,264877.03,278952.09,294855.1,288032.94
9612,-120.47,37.29,16,749,222.0,1277,224,1.2054,60900,INLAND,16388.88,88608.0,53279.59,105746.91,66615.51
19297,-122.8,38.37,26,1634,315.0,909,317,4.1731,257200,<1H OCEAN,240170.47,231916.0,204732.93,261234.29,211851.39
14887,-117.08,32.62,28,2468,506.0,1353,522,3.0771,158600,NEAR OCEAN,205118.91,152951.0,141731.26,156833.33,153054.91
17272,-119.71,34.41,18,1225,317.0,694,306,3.6823,255000,NEAR OCEAN,243703.54,262230.0,275040.65,219295.33,278084.19
6261,-117.96,34.04,35,1141,212.0,924,212,3.1591,148300,<1H OCEAN,179387.95,162504.0,187096.29,190356.46,163581.27
1420,-122.06,37.99,16,2445,469.0,721,474,2.8043,87500,NEAR BAY,186220.84,166095.0,184634.14,189160.0,153554.73
16474,-121.25,38.14,16,1174,242.0,464,261,2.3,133300,INLAND,90280.34,113425.0,99606.76,122125.81,107373.11
16415,-121.26,37.88,42,465,93.0,256,93,3.1719,158300,INLAND,148475.98,122681.0,118079.94,127012.72,107948.6
18749,-122.28,40.5,21,2405,476.0,1197,412,2.6488,83100,INLAND,70840.35,95768.0,82888.91,78105.45,88316.27
11156,-117.98,33.84,31,1252,225.0,714,226,4.6042,220700,<1H OCEAN,246420.75,200880.0,213402.69,190356.46,219583.44
18263,-122.09,37.37,34,2165,355.0,776,339,5.2971,442100,NEAR BAY,302195.06,320803.02,290049.27,259418.32,359403.19
7673,-118.08,33.93,34,1558,375.0,1179,337,3.2188,165100,<1H OCEAN,195154.79,208359.0,169849.36,217782.32,173472.59
18400,-121.84,37.25,25,5939,989.0,3275,954,5.6488,234600,<1H OCEAN,284852.92,267368.0,287126.86,294855.1,264708.22
2740,-115.56,32.78,29,1568,283.0,848,245,3.1597,76200,INLAND,109594.6,73205.0,99482.57,81606.67,76629.55
12185,-117.37,33.7,8,4345,865.0,2425,785,3.2481,123800,<1H OCEAN,161819.94,148404.0,194598.53,190356.46,162613.36
17199,-119.78,34.48,21,2377,322.0,1007,328,7.9248,500001,NEAR OCEAN,399028.51,440277.32,419220.11,439519.95,403709.66
3933,-118.58,34.2,37,1389,252.0,826,249,5.015,220900,<1H OCEAN,274522.78,263586.05,258557.35,226591.39,255919.53
20194,-119.22,34.26,16,2596,625.0,1403,562,3.4018,145200,NEAR OCEAN,228117.26,210902.0,238298.81,219295.33,198564.59
18253,-122.09,37.39,34,1508,483.0,774,443,2.7279,365600,NEAR BAY,219603.26,211068.0,221445.12,178946.55,272248.5
4722,-118.37,34.05,48,1266,234.0,539,222,4.005,275000,<1H OCEAN,253022.68,395737.19,334966.63,378980.96,374945.25
19882,-119.24,36.33,9,3289,621.0,1866,631,3.1599,95000,INLAND,100199.19,93305.0,93440.25,88206.77,83397.37
13231,-117.68,34.15,4,4082,578.0,1996,580,6.7813,286300,INLAND,236353.04,285221.0,283532.54,275762.5,266899.06
5977,-117.78,34.11,23,7079,1381.0,3205,1327,3.0735,212300,INLAND,164262.21,189234.0,158547.69,188063.64,168396.47
3212,-119.65,36.34,46,1730,337.0,752,323,1.8529,67200,INLAND,106496.29,62287.0,71313.45,59816.16,66629.79
6854,-118.15,34.07,40,1072,204.0,940,200,3.125,242700,<1H OCEAN,186074.79,190487.0,182804.68,216082.61,152068.3
18572,-121.75,36.91,52,1211,447.0,1102,392,1.6875,161400,<1H OCEAN,188992.97,169725.0,177249.23,187412.12,159416.41
9743,-121.65,36.77,15,2191,358.0,1150,330,4.7969,227500,<1H OCEAN,255473.11,242814.0,240356.76,255593.96,238615.23
10697,-117.75,33.61,17,2499,566.0,781,522,3.1779,186500,<1H OCEAN,210790.06,202297.02,243021.8,324009.18,231837.56
11940,-117.41,33.94,22,4179,1081.0,2096,1013,2.4435,118500,INLAND,143833.37,113799.0,123420.79,110008.7,128147.84
11113,-117.88,33.85,25,1234,351.0,507,285,2.3173,225000,<1H OCEAN,167446.34,184756.01,188196.64,220371.91,202898.19
